"iteration","scenario","ratio","method","beta","se","p_value","n_matched_cases","n_discordant","matched_mac","ratio_label"
100,"Negative control",6,"PC-adjusted GWAS",0.0880367007902173,0.119995277468907,0.463151077759558,,,,"1:6"
100,"Negative control",6,"Matching + CLR",0.0450404261280627,0.154491815470103,0.770619355663487,2500,313,330,"1:6"
100,"Positive control",1,"Oracle GWAS",0.31354956263797,0.134796719171132,0.0200136461913638,,,,"1:1"
100,"Positive control",1,"Standard GWAS",0.572064305948857,0.134039611700339,1.97343862317318e-05,,,,"1:1"
100,"Positive control",1,"PC-adjusted GWAS",0.361098784612274,0.134866638713396,0.0074184755340993,,,,"1:1"
100,"Positive control",1,"Matching + CLR",0.2546075727546,0.216629388851406,0.238269269346375,2500,81,85,"1:1"
100,"Positive control",4,"Oracle GWAS",0.31354956263797,0.134796719171132,0.0200136461913638,,,,"1:4"
100,"Positive control",4,"Standard GWAS",0.572064305948857,0.134039611700339,1.97343862317318e-05,,,,"1:4"
100,"Positive control",4,"PC-adjusted GWAS",0.361098784612274,0.134866638713396,0.0074184755340993,,,,"1:4"
100,"Positive control",4,"Matching + CLR",0.377895469873945,0.167788882688581,0.0233873458024546,2500,173,179,"1:4"
100,"Positive control",6,"Oracle GWAS",0.31354956263797,0.134796719171132,0.0200136461913638,,,,"1:6"
100,"Positive control",6,"Standard GWAS",0.572064305948857,0.134039611700339,1.97343862317318e-05,,,,"1:6"
100,"Positive control",6,"PC-adjusted GWAS",0.361098784612274,0.134866638713396,0.0074184755340993,,,,"1:6"
100,"Positive control",6,"Matching + CLR",0.26247011058697,0.159942804414488,0.0997863248364833,2500,250,270,"1:6"
101,"Negative control",1,"Oracle GWAS",0.15153728965859,0.111040156659419,0.172345128685416,,,,"1:1"
101,"Negative control",1,"Standard GWAS",0.825383411508722,0.109617158018084,5.08602420914674e-14,,,,"1:1"
101,"Negative control",1,"PC-adjusted GWAS",0.221796989825296,0.113120668849024,0.0499126934793455,,,,"1:1"
101,"Negative control",1,"Matching + CLR",0.281851152140988,0.201989290811694,0.161513318467542,2500,100,102,"1:1"
101,"Negative control",4,"Oracle GWAS",0.15153728965859,0.111040156659419,0.172345128685416,,,,"1:4"
101,"Negative control",4,"Standard GWAS",0.825383411508722,0.109617158018084,5.08602420914674e-14,,,,"1:4"
101,"Negative control",4,"PC-adjusted GWAS",0.221796989825296,0.113120668849024,0.0499126934793455,,,,"1:4"
101,"Negative control",4,"Matching + CLR",0.219908144242474,0.151876450890549,0.14681934097274,2500,232,245,"1:4"
101,"Negative control",6,"Oracle GWAS",0.15153728965859,0.111040156659419,0.172345128685416,,,,"1:6"
101,"Negative control",6,"Standard GWAS",0.825383411508722,0.109617158018084,5.08602420914674e-14,,,,"1:6"
101,"Negative control",6,"PC-adjusted GWAS",0.221796989825296,0.113120668849024,0.0499126934793455,,,,"1:6"
101,"Negative control",6,"Matching + CLR",0.195187839049467,0.14496879086282,0.177471603158075,2500,321,345,"1:6"
101,"Positive control",1,"Oracle GWAS",0.359057632853519,0.131399169761174,0.00628420206397681,,,,"1:1"
101,"Positive control",1,"Standard GWAS",0.601539705454165,0.130685495457444,4.16534416371368e-06,,,,"1:1"
101,"Positive control",1,"PC-adjusted GWAS",0.38559228352099,0.131476293871178,0.0033593165674453,,,,"1:1"
101,"Positive control",1,"Matching + CLR",0.370373788296894,0.241437947369942,0.122875388479331,2500,71,73,"1:1"
101,"Positive control",4,"Oracle GWAS",0.359057632853519,0.131399169761174,0.00628420206397681,,,,"1:4"
101,"Positive control",4,"Standard GWAS",0.601539705454165,0.130685495457444,4.16534416371368e-06,,,,"1:4"
101,"Positive control",4,"PC-adjusted GWAS",0.38559228352099,0.131476293871178,0.0033593165674453,,,,"1:4"
101,"Positive control",4,"Matching + CLR",0.412950907018175,0.18134224609754,0.0218551298227359,2500,151,158,"1:4"
101,"Positive control",6,"Oracle GWAS",0.359057632853519,0.131399169761174,0.00628420206397681,,,,"1:6"
101,"Positive control",6,"Standard GWAS",0.601539705454165,0.130685495457444,4.16534416371368e-06,,,,"1:6"
101,"Positive control",6,"PC-adjusted GWAS",0.38559228352099,0.131476293871178,0.0033593165674453,,,,"1:6"
101,"Positive control",6,"Matching + CLR",0.251014838495396,0.170291195691725,0.139465741752388,2500,229,245,"1:6"
102,"Negative control",1,"Oracle GWAS",0.0924709638160653,0.111819254524886,0.408255105212849,,,,"1:1"
102,"Negative control",1,"Standard GWAS",0.77562061805966,0.110365964728487,2.09942178698995e-12,,,,"1:1"
102,"Negative control",1,"PC-adjusted GWAS",0.21014498271027,0.114319546509167,0.0660293419935529,,,,"1:1"
102,"Negative control",1,"Matching + CLR",0.2484613592985,0.213637603527623,0.243615388329918,2500,89,91,"1:1"
102,"Negative control",4,"Oracle GWAS",0.0924709638160653,0.111819254524886,0.408255105212849,,,,"1:4"
102,"Negative control",4,"Standard GWAS",0.77562061805966,0.110365964728487,2.09942178698995e-12,,,,"1:4"
102,"Negative control",4,"PC-adjusted GWAS",0.21014498271027,0.114319546509167,0.0660293419935529,,,,"1:4"
102,"Negative control",4,"Matching + CLR",0.156605438888963,0.160900292454407,0.329920483803305,2500,217,226,"1:4"
102,"Negative control",6,"Oracle GWAS",0.0924709638160653,0.111819254524886,0.408255105212849,,,,"1:6"
102,"Negative control",6,"Standard GWAS",0.77562061805966,0.110365964728487,2.09942178698995e-12,,,,"1:6"
102,"Negative control",6,"PC-adjusted GWAS",0.21014498271027,0.114319546509167,0.0660293419935529,,,,"1:6"
102,"Negative control",6,"Matching + CLR",0.0872158185504991,0.154022272284175,0.57110213919626,2500,311,332,"1:6"
102,"Positive control",1,"Oracle GWAS",0.279460281613545,0.134500884574925,0.0377316590128936,,,,"1:1"
102,"Positive control",1,"Standard GWAS",0.53934777098374,0.133843855356991,5.58530751598746e-05,,,,"1:1"
102,"Positive control",1,"PC-adjusted GWAS",0.326203883729264,0.134540098932044,0.0153259020187203,,,,"1:1"
102,"Positive control",1,"Matching + CLR",0,0.223606797749979,1,2500,80,84,"1:1"
102,"Positive control",4,"Oracle GWAS",0.279460281613545,0.134500884574925,0.0377316590128936,,,,"1:4"
102,"Positive control",4,"Standard GWAS",0.53934777098374,0.133843855356991,5.58530751598746e-05,,,,"1:4"
102,"Positive control",4,"PC-adjusted GWAS",0.326203883729264,0.134540098932044,0.0153259020187203,,,,"1:4"
102,"Positive control",4,"Matching + CLR",0.151037547380463,0.177589482527119,0.394620390054986,2500,178,187,"1:4"
102,"Positive control",6,"Oracle GWAS",0.279460281613545,0.134500884574925,0.0377316590128936,,,,"1:6"
102,"Positive control",6,"Standard GWAS",0.53934777098374,0.133843855356991,5.58530751598746e-05,,,,"1:6"
102,"Positive control",6,"PC-adjusted GWAS",0.326203883729264,0.134540098932044,0.0153259020187203,,,,"1:6"
102,"Positive control",6,"Matching + CLR",0.19481051758627,0.172774264486698,0.258798576661017,2500,226,251,"1:6"
103,"Negative control",1,"Oracle GWAS",-0.0211391673025305,0.116735437061805,0.856299979534409,,,,"1:1"
103,"Negative control",1,"Standard GWAS",0.687474492082979,0.115475979464524,2.62631189974261e-09,,,,"1:1"
103,"Negative control",1,"PC-adjusted GWAS",0.0831944873572644,0.118871053954634,0.484007428487718,,,,"1:1"
103,"Negative control",1,"Matching + CLR",0,0.190692517849118,1,2500,104,110,"1:1"
103,"Negative control",4,"Oracle GWAS",-0.0211391673025305,0.116735437061805,0.856299979534409,,,,"1:4"
103,"Negative control",4,"Standard GWAS",0.687474492082979,0.115475979464524,2.62631189974261e-09,,,,"1:4"
103,"Negative control",4,"PC-adjusted GWAS",0.0831944873572644,0.118871053954634,0.484007428487718,,,,"1:4"
103,"Negative control",4,"Matching + CLR",0.110657917354851,0.152682697647205,0.468358994637503,2500,236,252,"1:4"
103,"Negative control",6,"Oracle GWAS",-0.0211391673025305,0.116735437061805,0.856299979534409,,,,"1:6"
103,"Negative control",6,"Standard GWAS",0.687474492082979,0.115475979464524,2.62631189974261e-09,,,,"1:6"
103,"Negative control",6,"PC-adjusted GWAS",0.0831944873572644,0.118871053954634,0.484007428487718,,,,"1:6"
103,"Negative control",6,"Matching + CLR",0.0857733037604602,0.146936319765812,0.559268199464688,2500,332,358,"1:6"
103,"Positive control",1,"Oracle GWAS",0.39961946034315,0.12834356763781,0.00184776301178813,,,,"1:1"
103,"Positive control",1,"Standard GWAS",0.684073617613413,0.127509999756031,8.10109024529537e-08,,,,"1:1"
103,"Positive control",1,"PC-adjusted GWAS",0.43763070485714,0.128417304295762,0.000654697879318818,,,,"1:1"
103,"Positive control",1,"Matching + CLR",0.48216553220746,0.21894592828734,0.0260144796228942,2500,86,87,"1:1"
103,"Positive control",4,"Oracle GWAS",0.39961946034315,0.12834356763781,0.00184776301178813,,,,"1:4"
103,"Positive control",4,"Standard GWAS",0.684073617613413,0.127509999756031,8.10109024529537e-08,,,,"1:4"
103,"Positive control",4,"PC-adjusted GWAS",0.43763070485714,0.128417304295762,0.000654697879318818,,,,"1:4"
103,"Positive control",4,"Matching + CLR",0.514698530114193,0.162236254863873,0.00132168750810227,2500,174,183,"1:4"
103,"Positive control",6,"Oracle GWAS",0.39961946034315,0.12834356763781,0.00184776301178813,,,,"1:6"
103,"Positive control",6,"Standard GWAS",0.684073617613413,0.127509999756031,8.10109024529537e-08,,,,"1:6"
103,"Positive control",6,"PC-adjusted GWAS",0.43763070485714,0.128417304295762,0.000654697879318818,,,,"1:6"
103,"Positive control",6,"Matching + CLR",0.484347013753536,0.153861173222902,0.00147004450236997,2500,238,254,"1:6"
104,"Negative control",1,"Oracle GWAS",-0.0740581268684093,0.117196524906729,0.527443063348264,,,,"1:1"
104,"Negative control",1,"Standard GWAS",0.606669751664007,0.115935945588564,1.66960306328926e-07,,,,"1:1"
104,"Negative control",1,"PC-adjusted GWAS",0.0751785260893885,0.119122348749771,0.527972880985056,,,,"1:1"
104,"Negative control",1,"Matching + CLR",0.0560894666510435,0.193423337300813,0.771800212804523,2500,107,109,"1:1"
104,"Negative control",4,"Oracle GWAS",-0.0740581268684093,0.117196524906729,0.527443063348264,,,,"1:4"
104,"Negative control",4,"Standard GWAS",0.606669751664007,0.115935945588564,1.66960306328926e-07,,,,"1:4"
104,"Negative control",4,"PC-adjusted GWAS",0.0751785260893885,0.119122348749771,0.527972880985056,,,,"1:4"
104,"Negative control",4,"Matching + CLR",0.0942736174923928,0.151482535190025,0.53356528587397,2500,251,260,"1:4"
104,"Negative control",6,"Oracle GWAS",-0.0740581268684093,0.117196524906729,0.527443063348264,,,,"1:6"
104,"Negative control",6,"Standard GWAS",0.606669751664007,0.115935945588564,1.66960306328926e-07,,,,"1:6"
104,"Negative control",6,"PC-adjusted GWAS",0.0751785260893885,0.119122348749771,0.527972880985056,,,,"1:6"
104,"Negative control",6,"Matching + CLR",0.13861134350737,0.146778599808335,0.344601693517951,2500,330,349,"1:6"
104,"Positive control",1,"Oracle GWAS",0.50879442686419,0.122670489012556,3.35903319221763e-05,,,,"1:1"
104,"Positive control",1,"Standard GWAS",0.73767092748809,0.121961279905118,1.46288981549195e-09,,,,"1:1"
104,"Positive control",1,"PC-adjusted GWAS",0.550881277760486,0.122645756445595,7.06749442112324e-06,,,,"1:1"
104,"Positive control",1,"Matching + CLR",0.661398482245365,0.217667251191817,0.00197302008751894,2500,94,94,"1:1"
104,"Positive control",4,"Oracle GWAS",0.50879442686419,0.122670489012556,3.35903319221763e-05,,,,"1:4"
104,"Positive control",4,"Standard GWAS",0.73767092748809,0.121961279905118,1.46288981549195e-09,,,,"1:4"
104,"Positive control",4,"PC-adjusted GWAS",0.550881277760486,0.122645756445595,7.06749442112324e-06,,,,"1:4"
104,"Positive control",4,"Matching + CLR",0.625257932502408,0.155038852650789,4.17374032728322e-05,2500,191,196,"1:4"
104,"Positive control",6,"Oracle GWAS",0.50879442686419,0.122670489012556,3.35903319221763e-05,,,,"1:6"
104,"Positive control",6,"Standard GWAS",0.73767092748809,0.121961279905118,1.46288981549195e-09,,,,"1:6"
104,"Positive control",6,"PC-adjusted GWAS",0.550881277760486,0.122645756445595,7.06749442112324e-06,,,,"1:6"
104,"Positive control",6,"Matching + CLR",0.616247116963822,0.147305685439843,2.15627154717776e-05,2500,250,266,"1:6"
105,"Negative control",1,"Oracle GWAS",0.0879445529439804,0.114316096219828,0.441709110270614,,,,"1:1"
105,"Negative control",1,"Standard GWAS",0.776021353351487,0.112896210073929,6.25317654437379e-12,,,,"1:1"
105,"Negative control",1,"PC-adjusted GWAS",0.173648852949327,0.116120591547959,0.134805317967058,,,,"1:1"
105,"Negative control",1,"Matching + CLR",-0.206336432997829,0.194377174266183,0.287595997267601,2500,107,107,"1:1"
105,"Negative control",4,"Oracle GWAS",0.0879445529439804,0.114316096219828,0.441709110270614,,,,"1:4"
105,"Negative control",4,"Standard GWAS",0.776021353351487,0.112896210073929,6.25317654437379e-12,,,,"1:4"
105,"Negative control",4,"PC-adjusted GWAS",0.173648852949327,0.116120591547959,0.134805317967058,,,,"1:4"
105,"Negative control",4,"Matching + CLR",-0.0206613781513185,0.161208011768029,0.898015812004576,2500,238,244,"1:4"
105,"Negative control",6,"Oracle GWAS",0.0879445529439804,0.114316096219828,0.441709110270614,,,,"1:6"
105,"Negative control",6,"Standard GWAS",0.776021353351487,0.112896210073929,6.25317654437379e-12,,,,"1:6"
105,"Negative control",6,"PC-adjusted GWAS",0.173648852949327,0.116120591547959,0.134805317967058,,,,"1:6"
105,"Negative control",6,"Matching + CLR",-0.0344614205901544,0.156266589128254,0.825450198703235,2500,330,346,"1:6"
105,"Positive control",1,"Oracle GWAS",0.501174611594162,0.126741950476884,7.67617921504431e-05,,,,"1:1"
105,"Positive control",1,"Standard GWAS",0.750775746102853,0.126028069129587,2.56579554300945e-09,,,,"1:1"
105,"Positive control",1,"PC-adjusted GWAS",0.531289297367825,0.126791764977508,2.7864626484687e-05,,,,"1:1"
105,"Positive control",1,"Matching + CLR",0.906721280858004,0.258553315294577,0.000285320633888495,2500,73,73,"1:1"
105,"Positive control",4,"Oracle GWAS",0.501174611594162,0.126741950476884,7.67617921504431e-05,,,,"1:4"
105,"Positive control",4,"Standard GWAS",0.750775746102853,0.126028069129587,2.56579554300945e-09,,,,"1:4"
105,"Positive control",4,"PC-adjusted GWAS",0.531289297367825,0.126791764977508,2.7864626484687e-05,,,,"1:4"
105,"Positive control",4,"Matching + CLR",0.449977959347429,0.164133325392189,0.00570036982697183,2500,183,185,"1:4"
105,"Positive control",6,"Oracle GWAS",0.501174611594162,0.126741950476884,7.67617921504431e-05,,,,"1:6"
105,"Positive control",6,"Standard GWAS",0.750775746102853,0.126028069129587,2.56579554300945e-09,,,,"1:6"
105,"Positive control",6,"PC-adjusted GWAS",0.531289297367825,0.126791764977508,2.7864626484687e-05,,,,"1:6"
105,"Positive control",6,"Matching + CLR",0.425136972548094,0.15636557563891,0.00616092589866722,2500,249,257,"1:6"
106,"Negative control",1,"Oracle GWAS",-0.085030564406634,0.119749506357329,0.477660560902053,,,,"1:1"
106,"Negative control",1,"Standard GWAS",0.567581270469621,0.11807617476908,1.53282734993282e-06,,,,"1:1"
106,"Negative control",1,"PC-adjusted GWAS",0.015863451157061,0.121502347636134,0.89612270578569,,,,"1:1"
106,"Negative control",1,"Matching + CLR",0.162518929497775,0.233263294761843,0.485498802644282,2500,74,76,"1:1"
106,"Negative control",4,"Oracle GWAS",-0.085030564406634,0.119749506357329,0.477660560902053,,,,"1:4"
106,"Negative control",4,"Standard GWAS",0.567581270469621,0.11807617476908,1.53282734993282e-06,,,,"1:4"
106,"Negative control",4,"PC-adjusted GWAS",0.015863451157061,0.121502347636134,0.89612270578569,,,,"1:4"
106,"Negative control",4,"Matching + CLR",-0.19847246547985,0.171461920451251,0.24625979895383,2500,231,241,"1:4"
106,"Negative control",6,"Oracle GWAS",-0.085030564406634,0.119749506357329,0.477660560902053,,,,"1:6"
106,"Negative control",6,"Standard GWAS",0.567581270469621,0.11807617476908,1.53282734993282e-06,,,,"1:6"
106,"Negative control",6,"PC-adjusted GWAS",0.015863451157061,0.121502347636134,0.89612270578569,,,,"1:6"
106,"Negative control",6,"Matching + CLR",-0.209843504223318,0.166916351550567,0.207837534130869,2500,317,344,"1:6"
106,"Positive control",1,"Oracle GWAS",0.362294855081524,0.128255641427004,0.00473120713628639,,,,"1:1"
106,"Positive control",1,"Standard GWAS",0.594076103650358,0.127510285564273,3.17680419271806e-06,,,,"1:1"
106,"Positive control",1,"PC-adjusted GWAS",0.392771381828347,0.128251421515425,0.00219488450210893,,,,"1:1"
106,"Positive control",1,"Matching + CLR",0.575364144903562,0.240562612157381,0.015313821713432,2500,75,77,"1:1"
106,"Positive control",4,"Oracle GWAS",0.362294855081524,0.128255641427004,0.00473120713628639,,,,"1:4"
106,"Positive control",4,"Standard GWAS",0.594076103650358,0.127510285564273,3.17680419271806e-06,,,,"1:4"
106,"Positive control",4,"PC-adjusted GWAS",0.392771381828347,0.128251421515425,0.00219488450210893,,,,"1:4"
106,"Positive control",4,"Matching + CLR",0.394799222766909,0.167376155660406,0.0175364604873967,2500,173,181,"1:4"
106,"Positive control",6,"Oracle GWAS",0.362294855081524,0.128255641427004,0.00473120713628639,,,,"1:6"
106,"Positive control",6,"Standard GWAS",0.594076103650358,0.127510285564273,3.17680419271806e-06,,,,"1:6"
106,"Positive control",6,"PC-adjusted GWAS",0.392771381828347,0.128251421515425,0.00219488450210893,,,,"1:6"
106,"Positive control",6,"Matching + CLR",0.401470589239515,0.160025097181798,0.0115198348158213,2500,232,246,"1:6"
107,"Negative control",1,"Oracle GWAS",0.0363715407020033,0.117058838936114,0.756019867790447,,,,"1:1"
107,"Negative control",1,"Standard GWAS",0.726844626444967,0.115704195326061,3.3441455723245e-10,,,,"1:1"
107,"Negative control",1,"PC-adjusted GWAS",0.175304100589629,0.119130970415602,0.141149419970231,,,,"1:1"
107,"Negative control",1,"Matching + CLR",0.133531392624523,0.211288563672929,0.527089256865538,2500,90,92,"1:1"
107,"Negative control",4,"Oracle GWAS",0.0363715407020033,0.117058838936114,0.756019867790447,,,,"1:4"
107,"Negative control",4,"Standard GWAS",0.726844626444967,0.115704195326061,3.3441455723245e-10,,,,"1:4"
107,"Negative control",4,"PC-adjusted GWAS",0.175304100589629,0.119130970415602,0.141149419970231,,,,"1:4"
107,"Negative control",4,"Matching + CLR",0.102200160845709,0.161619739323544,0.526974768755314,2500,220,226,"1:4"
107,"Negative control",6,"Oracle GWAS",0.0363715407020033,0.117058838936114,0.756019867790447,,,,"1:6"
107,"Negative control",6,"Standard GWAS",0.726844626444967,0.115704195326061,3.3441455723245e-10,,,,"1:6"
107,"Negative control",6,"PC-adjusted GWAS",0.175304100589629,0.119130970415602,0.141149419970231,,,,"1:6"
107,"Negative control",6,"Matching + CLR",0.038604572733031,0.155698884547947,0.804166013844706,2500,313,332,"1:6"
107,"Positive control",1,"Oracle GWAS",0.566978404232273,0.125369694444451,6.11274002342246e-06,,,,"1:1"
107,"Positive control",1,"Standard GWAS",0.802401331313957,0.124643497242171,1.2140074570818e-10,,,,"1:1"
107,"Positive control",1,"PC-adjusted GWAS",0.604129397846233,0.125342357162852,1.43677474121144e-06,,,,"1:1"
107,"Positive control",1,"Matching + CLR",0.551958734126218,0.230417911451701,0.0151199329597847,2500,79,86,"1:1"
107,"Positive control",4,"Oracle GWAS",0.566978404232273,0.125369694444451,6.11274002342246e-06,,,,"1:4"
107,"Positive control",4,"Standard GWAS",0.802401331313957,0.124643497242171,1.2140074570818e-10,,,,"1:4"
107,"Positive control",4,"PC-adjusted GWAS",0.604129397846233,0.125342357162852,1.43677474121144e-06,,,,"1:4"
107,"Positive control",4,"Matching + CLR",0.596780603678423,0.165578066169681,0.000252249023327326,2500,165,174,"1:4"
107,"Positive control",6,"Oracle GWAS",0.566978404232273,0.125369694444451,6.11274002342246e-06,,,,"1:6"
107,"Positive control",6,"Standard GWAS",0.802401331313957,0.124643497242171,1.2140074570818e-10,,,,"1:6"
107,"Positive control",6,"PC-adjusted GWAS",0.604129397846233,0.125342357162852,1.43677474121144e-06,,,,"1:6"
107,"Positive control",6,"Matching + CLR",0.531874415860881,0.155585238299778,0.000541500966876562,2500,231,246,"1:6"
108,"Negative control",1,"Oracle GWAS",-0.0563206071964952,0.114649242140431,0.623254777204796,,,,"1:1"
108,"Negative control",1,"Standard GWAS",0.611420613318341,0.113139794068464,6.51286528910722e-08,,,,"1:1"
108,"Negative control",1,"PC-adjusted GWAS",0.0667246282502728,0.116950880652839,0.5683145567207,,,,"1:1"
108,"Negative control",1,"Matching + CLR",0.0198026272961798,0.199017193069481,0.920738335204423,2500,101,107,"1:1"
108,"Negative control",4,"Oracle GWAS",-0.0563206071964952,0.114649242140431,0.623254777204796,,,,"1:4"
108,"Negative control",4,"Standard GWAS",0.611420613318341,0.113139794068464,6.51286528910722e-08,,,,"1:4"
108,"Negative control",4,"PC-adjusted GWAS",0.0667246282502728,0.116950880652839,0.5683145567207,,,,"1:4"
108,"Negative control",4,"Matching + CLR",-0.00935382137999888,0.153129212145673,0.951291736363789,2500,259,272,"1:4"
108,"Negative control",6,"Oracle GWAS",-0.0563206071964952,0.114649242140431,0.623254777204796,,,,"1:6"
108,"Negative control",6,"Standard GWAS",0.611420613318341,0.113139794068464,6.51286528910722e-08,,,,"1:6"
108,"Negative control",6,"PC-adjusted GWAS",0.0667246282502728,0.116950880652839,0.5683145567207,,,,"1:6"
108,"Negative control",6,"Matching + CLR",0.0418813532684718,0.149113935917662,0.778796089969382,2500,336,365,"1:6"
108,"Positive control",1,"Oracle GWAS",0.386805503563094,0.125293810369427,0.00202060001230473,,,,"1:1"
108,"Positive control",1,"Standard GWAS",0.650218590032766,0.124528885321212,1.77548802845952e-07,,,,"1:1"
108,"Positive control",1,"PC-adjusted GWAS",0.429401773295988,0.125300733071998,0.000610357930786228,,,,"1:1"
108,"Positive control",1,"Matching + CLR",0.115069329784787,0.214777499603654,0.591919663400979,2500,87,89,"1:1"
108,"Positive control",4,"Oracle GWAS",0.386805503563094,0.125293810369427,0.00202060001230473,,,,"1:4"
108,"Positive control",4,"Standard GWAS",0.650218590032766,0.124528885321212,1.77548802845952e-07,,,,"1:4"
108,"Positive control",4,"PC-adjusted GWAS",0.429401773295988,0.125300733071998,0.000610357930786228,,,,"1:4"
108,"Positive control",4,"Matching + CLR",0.215451525252194,0.168105768558123,0.199114848573235,2500,194,199,"1:4"
108,"Positive control",6,"Oracle GWAS",0.386805503563094,0.125293810369427,0.00202060001230473,,,,"1:6"
108,"Positive control",6,"Standard GWAS",0.650218590032766,0.124528885321212,1.77548802845952e-07,,,,"1:6"
108,"Positive control",6,"PC-adjusted GWAS",0.429401773295988,0.125300733071998,0.000610357930786228,,,,"1:6"
108,"Positive control",6,"Matching + CLR",0.266079301028874,0.162254103954679,0.100042515384559,2500,253,264,"1:6"
109,"Negative control",1,"Oracle GWAS",0.0670295397237391,0.121097071337735,0.579908018001694,,,,"1:1"
109,"Negative control",1,"Standard GWAS",0.734166502047961,0.119456497868118,7.95163511207136e-10,,,,"1:1"
109,"Negative control",1,"PC-adjusted GWAS",0.172204634144676,0.12384187709782,0.164370963729882,,,,"1:1"
109,"Negative control",1,"Matching + CLR",0.237957407764894,0.209230218776101,0.254016906780314,2500,87,91,"1:1"
109,"Negative control",4,"Oracle GWAS",0.0670295397237391,0.121097071337735,0.579908018001694,,,,"1:4"
109,"Negative control",4,"Standard GWAS",0.734166502047961,0.119456497868118,7.95163511207136e-10,,,,"1:4"
109,"Negative control",4,"PC-adjusted GWAS",0.172204634144676,0.12384187709782,0.164370963729882,,,,"1:4"
109,"Negative control",4,"Matching + CLR",0.254944904970936,0.160904813485206,0.11205054228106,2500,200,209,"1:4"
109,"Negative control",6,"Oracle GWAS",0.0670295397237391,0.121097071337735,0.579908018001694,,,,"1:6"
109,"Negative control",6,"Standard GWAS",0.734166502047961,0.119456497868118,7.95163511207136e-10,,,,"1:6"
109,"Negative control",6,"PC-adjusted GWAS",0.172204634144676,0.12384187709782,0.164370963729882,,,,"1:6"
109,"Negative control",6,"Matching + CLR",0.187360930561492,0.153943942283837,0.222882605035581,2500,286,305,"1:6"
109,"Positive control",1,"Oracle GWAS",0.492841159347683,0.13411395836164,0.000238041468121201,,,,"1:1"
109,"Positive control",1,"Standard GWAS",0.7234754213628,0.133394876321462,5.84228418984301e-08,,,,"1:1"
109,"Positive control",1,"PC-adjusted GWAS",0.531538902807948,0.134155707997976,7.42920816878856e-05,,,,"1:1"
109,"Positive control",1,"Matching + CLR",0.577747430216631,0.241995314767755,0.015313821713432,2500,72,75,"1:1"
109,"Positive control",4,"Oracle GWAS",0.492841159347683,0.13411395836164,0.000238041468121201,,,,"1:4"
109,"Positive control",4,"Standard GWAS",0.7234754213628,0.133394876321462,5.84228418984301e-08,,,,"1:4"
109,"Positive control",4,"PC-adjusted GWAS",0.531538902807948,0.134155707997976,7.42920816878856e-05,,,,"1:4"
109,"Positive control",4,"Matching + CLR",0.56326632187866,0.173155357817513,0.000961478327305098,2500,149,157,"1:4"
109,"Positive control",6,"Oracle GWAS",0.492841159347683,0.13411395836164,0.000238041468121201,,,,"1:6"
109,"Positive control",6,"Standard GWAS",0.7234754213628,0.133394876321462,5.84228418984301e-08,,,,"1:6"
109,"Positive control",6,"PC-adjusted GWAS",0.531538902807948,0.134155707997976,7.42920816878856e-05,,,,"1:6"
109,"Positive control",6,"Matching + CLR",0.506271905598068,0.163684876819671,0.00175831744879068,2500,206,222,"1:6"
110,"Negative control",1,"Oracle GWAS",0.0482571529465939,0.117123993780108,0.680326484828638,,,,"1:1"
110,"Negative control",1,"Standard GWAS",0.732831047139852,0.115634351243741,2.3354488183518e-10,,,,"1:1"
110,"Negative control",1,"PC-adjusted GWAS",0.161379629754745,0.118625145308018,0.173698093948354,,,,"1:1"
110,"Negative control",1,"Matching + CLR",0.204881264582986,0.203218978268236,0.312422211242693,2500,95,96,"1:1"
110,"Negative control",4,"Oracle GWAS",0.0482571529465939,0.117123993780108,0.680326484828638,,,,"1:4"
110,"Negative control",4,"Standard GWAS",0.732831047139852,0.115634351243741,2.3354488183518e-10,,,,"1:4"
110,"Negative control",4,"PC-adjusted GWAS",0.161379629754745,0.118625145308018,0.173698093948354,,,,"1:4"
110,"Negative control",4,"Matching + CLR",0.108872621379115,0.154843131044464,0.481755154176236,2500,236,243,"1:4"
110,"Negative control",6,"Oracle GWAS",0.0482571529465939,0.117123993780108,0.680326484828638,,,,"1:6"
110,"Negative control",6,"Standard GWAS",0.732831047139852,0.115634351243741,2.3354488183518e-10,,,,"1:6"
110,"Negative control",6,"PC-adjusted GWAS",0.161379629754745,0.118625145308018,0.173698093948354,,,,"1:6"
110,"Negative control",6,"Matching + CLR",0.130432427323257,0.14960149829873,0.382934102185619,2500,321,332,"1:6"
110,"Positive control",1,"Oracle GWAS",0.290868680257207,0.137606978232752,0.0345354269774056,,,,"1:1"
110,"Positive control",1,"Standard GWAS",0.550957331036329,0.136812215074102,5.64675116234594e-05,,,,"1:1"
110,"Positive control",1,"PC-adjusted GWAS",0.316627665711252,0.137472415091665,0.021267102230987,,,,"1:1"
110,"Positive control",1,"Matching + CLR",0.395312736644147,0.225191459803276,0.0772442371485781,2500,82,82,"1:1"
110,"Positive control",4,"Oracle GWAS",0.290868680257207,0.137606978232752,0.0345354269774056,,,,"1:4"
110,"Positive control",4,"Standard GWAS",0.550957331036329,0.136812215074102,5.64675116234594e-05,,,,"1:4"
110,"Positive control",4,"PC-adjusted GWAS",0.316627665711252,0.137472415091665,0.021267102230987,,,,"1:4"
110,"Positive control",4,"Matching + CLR",0.413197298004437,0.168233551804177,0.0133813814777804,2500,177,179,"1:4"
