"iteration","scenario","ratio","method","beta","se","p_value","n_matched_cases","n_discordant","matched_mac","ratio_label"
646,"Negative control",1,"Standard GWAS",0.570115573885428,0.116666450398142,1.02532881315318e-06,,,,"1:1"
646,"Negative control",1,"PC-adjusted GWAS",-0.0494381802212839,0.120468216198161,0.681524574955916,,,,"1:1"
646,"Negative control",1,"Matching + CLR",-0.168622712435793,0.194034900351828,0.384266063708957,2500,107,107,"1:1"
646,"Negative control",4,"Oracle GWAS",-0.105200228126384,0.118062967597875,0.372901343502045,,,,"1:4"
646,"Negative control",4,"Standard GWAS",0.570115573885428,0.116666450398142,1.02532881315318e-06,,,,"1:4"
646,"Negative control",4,"PC-adjusted GWAS",-0.0494381802212839,0.120468216198161,0.681524574955916,,,,"1:4"
646,"Negative control",4,"Matching + CLR",-0.0841172507085037,0.159310371824827,0.597385304528705,2500,251,262,"1:4"
646,"Negative control",6,"Oracle GWAS",-0.105200228126384,0.118062967597875,0.372901343502045,,,,"1:6"
646,"Negative control",6,"Standard GWAS",0.570115573885428,0.116666450398142,1.02532881315318e-06,,,,"1:6"
646,"Negative control",6,"PC-adjusted GWAS",-0.0494381802212839,0.120468216198161,0.681524574955916,,,,"1:6"
646,"Negative control",6,"Matching + CLR",-0.075928216924107,0.154102364395682,0.622131298752401,2500,343,366,"1:6"
646,"Positive control",1,"Oracle GWAS",0.478347202615702,0.123633138204176,0.000109244257801336,,,,"1:1"
646,"Positive control",1,"Standard GWAS",0.710695957686867,0.122903658453424,7.35787994176577e-09,,,,"1:1"
646,"Positive control",1,"PC-adjusted GWAS",0.509455950843312,0.123740361268823,3.83608986571842e-05,,,,"1:1"
646,"Positive control",1,"Matching + CLR",0.444897364498519,0.220424274696004,0.0416486574890479,2500,84,85,"1:1"
646,"Positive control",4,"Oracle GWAS",0.478347202615702,0.123633138204176,0.000109244257801336,,,,"1:4"
646,"Positive control",4,"Standard GWAS",0.710695957686867,0.122903658453424,7.35787994176577e-09,,,,"1:4"
646,"Positive control",4,"PC-adjusted GWAS",0.509455950843312,0.123740361268823,3.83608986571842e-05,,,,"1:4"
646,"Positive control",4,"Matching + CLR",0.426403819481149,0.163469831820413,0.00856191689606383,2500,182,188,"1:4"
646,"Positive control",6,"Oracle GWAS",0.478347202615702,0.123633138204176,0.000109244257801336,,,,"1:6"
646,"Positive control",6,"Standard GWAS",0.710695957686867,0.122903658453424,7.35787994176577e-09,,,,"1:6"
646,"Positive control",6,"PC-adjusted GWAS",0.509455950843312,0.123740361268823,3.83608986571842e-05,,,,"1:6"
646,"Positive control",6,"Matching + CLR",0.470322364240373,0.157126744682046,0.00251602821748359,2500,234,248,"1:6"
647,"Negative control",1,"Oracle GWAS",-0.349686024819723,0.130332355007197,0.00729577651061632,,,,"1:1"
647,"Negative control",1,"Standard GWAS",0.342725938900656,0.12937596163101,0.00807136852357033,,,,"1:1"
647,"Negative control",1,"PC-adjusted GWAS",-0.287300989597223,0.132715969976187,0.0304044724227454,,,,"1:1"
647,"Negative control",1,"Matching + CLR",-0.161268147596122,0.215119956597484,0.452966402751067,2500,87,91,"1:1"
647,"Negative control",4,"Oracle GWAS",-0.349686024819723,0.130332355007197,0.00729577651061632,,,,"1:4"
647,"Negative control",4,"Standard GWAS",0.342725938900656,0.12937596163101,0.00807136852357033,,,,"1:4"
647,"Negative control",4,"PC-adjusted GWAS",-0.287300989597223,0.132715969976187,0.0304044724227454,,,,"1:4"
647,"Negative control",4,"Matching + CLR",-0.246476183796162,0.170198192659854,0.146571930224173,2500,246,256,"1:4"
647,"Negative control",6,"Oracle GWAS",-0.349686024819723,0.130332355007197,0.00729577651061632,,,,"1:6"
647,"Negative control",6,"Standard GWAS",0.342725938900656,0.12937596163101,0.00807136852357033,,,,"1:6"
647,"Negative control",6,"PC-adjusted GWAS",-0.287300989597223,0.132715969976187,0.0304044724227454,,,,"1:6"
647,"Negative control",6,"Matching + CLR",-0.234488836499072,0.165844524136688,0.156463240043205,2500,335,359,"1:6"
647,"Positive control",1,"Oracle GWAS",0.474320387728777,0.125150171769693,0.000150641291709374,,,,"1:1"
647,"Positive control",1,"Standard GWAS",0.713365427764013,0.124469036648306,9.96825227934792e-09,,,,"1:1"
647,"Positive control",1,"PC-adjusted GWAS",0.505198715544179,0.125215502688431,5.46874904871711e-05,,,,"1:1"
647,"Positive control",1,"Matching + CLR",0.897941593205958,0.252928970213109,0.00024193279086066,2500,76,76,"1:1"
647,"Positive control",4,"Oracle GWAS",0.474320387728777,0.125150171769693,0.000150641291709374,,,,"1:4"
647,"Positive control",4,"Standard GWAS",0.713365427764013,0.124469036648306,9.96825227934792e-09,,,,"1:4"
647,"Positive control",4,"PC-adjusted GWAS",0.505198715544179,0.125215502688431,5.46874904871711e-05,,,,"1:4"
647,"Positive control",4,"Matching + CLR",0.666645084969558,0.167178208195371,4.89640020435515e-05,2500,162,166,"1:4"
647,"Positive control",6,"Oracle GWAS",0.474320387728777,0.125150171769693,0.000150641291709374,,,,"1:6"
647,"Positive control",6,"Standard GWAS",0.713365427764013,0.124469036648306,9.96825227934792e-09,,,,"1:6"
647,"Positive control",6,"PC-adjusted GWAS",0.505198715544179,0.125215502688431,5.46874904871711e-05,,,,"1:6"
647,"Positive control",6,"Matching + CLR",0.554579723771827,0.15614391533041,0.000322621759039104,2500,231,242,"1:6"
648,"Negative control",1,"Oracle GWAS",-0.0739524127904363,0.118926779035203,0.534052696591685,,,,"1:1"
648,"Negative control",1,"Standard GWAS",0.621443499157324,0.117622230195392,1.26818646261748e-07,,,,"1:1"
648,"Negative control",1,"PC-adjusted GWAS",0.0448351897147317,0.121251927287763,0.711554702260694,,,,"1:1"
648,"Negative control",1,"Matching + CLR",-0.138862829728512,0.199543827421139,0.486099459736177,2500,98,101,"1:1"
648,"Negative control",4,"Oracle GWAS",-0.0739524127904363,0.118926779035203,0.534052696591685,,,,"1:4"
648,"Negative control",4,"Standard GWAS",0.621443499157324,0.117622230195392,1.26818646261748e-07,,,,"1:4"
648,"Negative control",4,"PC-adjusted GWAS",0.0448351897147317,0.121251927287763,0.711554702260694,,,,"1:4"
648,"Negative control",4,"Matching + CLR",-0.0568634295797746,0.162180440591561,0.725838041290339,2500,236,246,"1:4"
648,"Negative control",6,"Oracle GWAS",-0.0739524127904363,0.118926779035203,0.534052696591685,,,,"1:6"
648,"Negative control",6,"Standard GWAS",0.621443499157324,0.117622230195392,1.26818646261748e-07,,,,"1:6"
648,"Negative control",6,"PC-adjusted GWAS",0.0448351897147317,0.121251927287763,0.711554702260694,,,,"1:6"
648,"Negative control",6,"Matching + CLR",-0.041833952378283,0.157391707234326,0.790381845185003,2500,323,341,"1:6"
648,"Positive control",1,"Oracle GWAS",0.366651378355197,0.132283936651118,0.00557644152399344,,,,"1:1"
648,"Positive control",1,"Standard GWAS",0.619915701575768,0.13154051362705,2.44412873169054e-06,,,,"1:1"
648,"Positive control",1,"PC-adjusted GWAS",0.403237298037277,0.13232931052474,0.00230964088208611,,,,"1:1"
648,"Positive control",1,"Matching + CLR",0.395312736644147,0.225191459803276,0.0772442371485781,2500,82,84,"1:1"
648,"Positive control",4,"Oracle GWAS",0.366651378355197,0.132283936651118,0.00557644152399344,,,,"1:4"
648,"Positive control",4,"Standard GWAS",0.619915701575768,0.13154051362705,2.44412873169054e-06,,,,"1:4"
648,"Positive control",4,"PC-adjusted GWAS",0.403237298037277,0.13232931052474,0.00230964088208611,,,,"1:4"
648,"Positive control",4,"Matching + CLR",0.386481187636365,0.167209484616447,0.0200520542623028,2500,180,187,"1:4"
648,"Positive control",6,"Oracle GWAS",0.366651378355197,0.132283936651118,0.00557644152399344,,,,"1:6"
648,"Positive control",6,"Standard GWAS",0.619915701575768,0.13154051362705,2.44412873169054e-06,,,,"1:6"
648,"Positive control",6,"PC-adjusted GWAS",0.403237298037277,0.13232931052474,0.00230964088208611,,,,"1:6"
648,"Positive control",6,"Matching + CLR",0.353851772927753,0.158912291263629,0.025215058769874,2500,249,262,"1:6"
649,"Negative control",1,"Oracle GWAS",-0.121522467312667,0.120669584800431,0.313902137912844,,,,"1:1"
649,"Negative control",1,"Standard GWAS",0.559041931995512,0.119260103460503,2.76447215205066e-06,,,,"1:1"
649,"Negative control",1,"PC-adjusted GWAS",-0.0258266770205076,0.122804324130931,0.83342763994101,,,,"1:1"
649,"Negative control",1,"Matching + CLR",-0.163629423781802,0.202707046578059,0.419020333534316,2500,98,98,"1:1"
649,"Negative control",4,"Oracle GWAS",-0.121522467312667,0.120669584800431,0.313902137912844,,,,"1:4"
649,"Negative control",4,"Standard GWAS",0.559041931995512,0.119260103460503,2.76447215205066e-06,,,,"1:4"
649,"Negative control",4,"PC-adjusted GWAS",-0.0258266770205076,0.122804324130931,0.83342763994101,,,,"1:4"
649,"Negative control",4,"Matching + CLR",-6.30808536718839e-18,0.168549965615811,1,2500,216,225,"1:4"
649,"Negative control",6,"Oracle GWAS",-0.121522467312667,0.120669584800431,0.313902137912844,,,,"1:6"
649,"Negative control",6,"Standard GWAS",0.559041931995512,0.119260103460503,2.76447215205066e-06,,,,"1:6"
649,"Negative control",6,"PC-adjusted GWAS",-0.0258266770205076,0.122804324130931,0.83342763994101,,,,"1:6"
649,"Negative control",6,"Matching + CLR",-0.0479843081131391,0.162087690093533,0.767179001170838,2500,309,328,"1:6"
649,"Positive control",1,"Oracle GWAS",0.207972567223274,0.142431414244417,0.144246272837639,,,,"1:1"
649,"Positive control",1,"Standard GWAS",0.436192334945712,0.141781566231189,0.00209439631181251,,,,"1:1"
649,"Positive control",1,"PC-adjusted GWAS",0.240332396413757,0.142477708739039,0.0916404690757454,,,,"1:1"
649,"Positive control",1,"Matching + CLR",0.262364264467491,0.242846369077981,0.278598671837963,2500,69,69,"1:1"
649,"Positive control",4,"Oracle GWAS",0.207972567223274,0.142431414244417,0.144246272837639,,,,"1:4"
649,"Positive control",4,"Standard GWAS",0.436192334945712,0.141781566231189,0.00209439631181251,,,,"1:4"
649,"Positive control",4,"PC-adjusted GWAS",0.240332396413757,0.142477708739039,0.0916404690757454,,,,"1:4"
649,"Positive control",4,"Matching + CLR",0.209024087991033,0.184654662151101,0.256798853380132,2500,161,166,"1:4"
649,"Positive control",6,"Oracle GWAS",0.207972567223274,0.142431414244417,0.144246272837639,,,,"1:6"
649,"Positive control",6,"Standard GWAS",0.436192334945712,0.141781566231189,0.00209439631181251,,,,"1:6"
649,"Positive control",6,"PC-adjusted GWAS",0.240332396413757,0.142477708739039,0.0916404690757454,,,,"1:6"
649,"Positive control",6,"Matching + CLR",0.207560875270551,0.177796314818145,0.242224053991965,2500,217,230,"1:6"
650,"Negative control",1,"Oracle GWAS",0.053228215954199,0.113193545287064,0.638183033885692,,,,"1:1"
650,"Negative control",1,"Standard GWAS",0.745824816948945,0.11191983419245,2.66618707084196e-11,,,,"1:1"
650,"Negative control",1,"PC-adjusted GWAS",0.19453957777505,0.115483998566207,0.0920737397305509,,,,"1:1"
650,"Negative control",1,"Matching + CLR",0.117783035656384,0.198373011900798,0.552452904881778,2500,102,104,"1:1"
650,"Negative control",4,"Oracle GWAS",0.053228215954199,0.113193545287064,0.638183033885692,,,,"1:4"
650,"Negative control",4,"Standard GWAS",0.745824816948945,0.11191983419245,2.66618707084196e-11,,,,"1:4"
650,"Negative control",4,"PC-adjusted GWAS",0.19453957777505,0.115483998566207,0.0920737397305509,,,,"1:4"
650,"Negative control",4,"Matching + CLR",0.117206598383944,0.153745358620416,0.445600532897677,2500,244,251,"1:4"
650,"Negative control",6,"Oracle GWAS",0.053228215954199,0.113193545287064,0.638183033885692,,,,"1:6"
650,"Negative control",6,"Standard GWAS",0.745824816948945,0.11191983419245,2.66618707084196e-11,,,,"1:6"
650,"Negative control",6,"PC-adjusted GWAS",0.19453957777505,0.115483998566207,0.0920737397305509,,,,"1:6"
650,"Negative control",6,"Matching + CLR",0.134582880892218,0.148223516147278,0.363536739816507,2500,330,344,"1:6"
650,"Positive control",1,"Oracle GWAS",0.394695379555628,0.13005403289315,0.00240649835690485,,,,"1:1"
650,"Positive control",1,"Standard GWAS",0.631118565813723,0.129356440425143,1.06673158814062e-06,,,,"1:1"
650,"Positive control",1,"PC-adjusted GWAS",0.431332804571772,0.130058983299335,0.000911721871928015,,,,"1:1"
650,"Positive control",1,"Matching + CLR",0.395312736644147,0.225191459803276,0.0772442371485781,2500,82,86,"1:1"
650,"Positive control",4,"Oracle GWAS",0.394695379555628,0.13005403289315,0.00240649835690485,,,,"1:4"
650,"Positive control",4,"Standard GWAS",0.631118565813723,0.129356440425143,1.06673158814062e-06,,,,"1:4"
650,"Positive control",4,"PC-adjusted GWAS",0.431332804571772,0.130058983299335,0.000911721871928015,,,,"1:4"
650,"Positive control",4,"Matching + CLR",0.509805547815728,0.167442687208151,0.0020758657053959,2500,167,174,"1:4"
650,"Positive control",6,"Oracle GWAS",0.394695379555628,0.13005403289315,0.00240649835690485,,,,"1:6"
650,"Positive control",6,"Standard GWAS",0.631118565813723,0.129356440425143,1.06673158814062e-06,,,,"1:6"
650,"Positive control",6,"PC-adjusted GWAS",0.431332804571772,0.130058983299335,0.000911721871928015,,,,"1:6"
650,"Positive control",6,"Matching + CLR",0.466971715156168,0.158703425800911,0.00298212908257645,2500,230,244,"1:6"
651,"Negative control",1,"Oracle GWAS",-0.0506608395152104,0.121859984330497,0.677607656904547,,,,"1:1"
651,"Negative control",1,"Standard GWAS",0.629485711571991,0.120312669090072,1.6761165359602e-07,,,,"1:1"
651,"Negative control",1,"PC-adjusted GWAS",0.0558019038539469,0.123845090333261,0.652293546687687,,,,"1:1"
651,"Negative control",1,"Matching + CLR",-0.0550628380917427,0.191653828260959,0.773845960494431,2500,103,107,"1:1"
651,"Negative control",4,"Oracle GWAS",-0.0506608395152104,0.121859984330497,0.677607656904547,,,,"1:4"
651,"Negative control",4,"Standard GWAS",0.629485711571991,0.120312669090072,1.6761165359602e-07,,,,"1:4"
651,"Negative control",4,"PC-adjusted GWAS",0.0558019038539469,0.123845090333261,0.652293546687687,,,,"1:4"
651,"Negative control",4,"Matching + CLR",0.0290398553039138,0.154885055546222,0.851268623688206,2500,243,254,"1:4"
651,"Negative control",6,"Oracle GWAS",-0.0506608395152104,0.121859984330497,0.677607656904547,,,,"1:6"
651,"Negative control",6,"Standard GWAS",0.629485711571991,0.120312669090072,1.6761165359602e-07,,,,"1:6"
651,"Negative control",6,"PC-adjusted GWAS",0.0558019038539469,0.123845090333261,0.652293546687687,,,,"1:6"
651,"Negative control",6,"Matching + CLR",0.0459990230514043,0.150437341639776,0.759759654542586,2500,327,350,"1:6"
651,"Positive control",1,"Oracle GWAS",0.440592198334128,0.131643648440318,0.000817339614903631,,,,"1:1"
651,"Positive control",1,"Standard GWAS",0.673454740973709,0.130899911845673,2.67796437485632e-07,,,,"1:1"
651,"Positive control",1,"PC-adjusted GWAS",0.48121966978685,0.131665038978139,0.00025730418691229,,,,"1:1"
651,"Positive control",1,"Matching + CLR",0.362905493689368,0.230193680266816,0.112923660715929,2500,78,78,"1:1"
651,"Positive control",4,"Oracle GWAS",0.440592198334128,0.131643648440318,0.000817339614903631,,,,"1:4"
651,"Positive control",4,"Standard GWAS",0.673454740973709,0.130899911845673,2.67796437485632e-07,,,,"1:4"
651,"Positive control",4,"PC-adjusted GWAS",0.48121966978685,0.131665038978139,0.00025730418691229,,,,"1:4"
651,"Positive control",4,"Matching + CLR",0.395770880242633,0.174732915177932,0.0226451479642466,2500,164,171,"1:4"
651,"Positive control",6,"Oracle GWAS",0.440592198334128,0.131643648440318,0.000817339614903631,,,,"1:6"
651,"Positive control",6,"Standard GWAS",0.673454740973709,0.130899911845673,2.67796437485632e-07,,,,"1:6"
651,"Positive control",6,"PC-adjusted GWAS",0.48121966978685,0.131665038978139,0.00025730418691229,,,,"1:6"
651,"Positive control",6,"Matching + CLR",0.395688755767573,0.167359406842229,0.0173480231913321,2500,216,234,"1:6"
652,"Negative control",1,"Oracle GWAS",0.0212118150969019,0.117717093697988,0.857000928089807,,,,"1:1"
652,"Negative control",1,"Standard GWAS",0.710511560546202,0.116448054544414,1.05056435314095e-09,,,,"1:1"
652,"Negative control",1,"PC-adjusted GWAS",0.118348433864989,0.120029977854496,0.324137709330713,,,,"1:1"
652,"Negative control",1,"Matching + CLR",-0.101096116871369,0.201264415570831,0.615302555690511,2500,99,99,"1:1"
652,"Negative control",4,"Oracle GWAS",0.0212118150969019,0.117717093697988,0.857000928089807,,,,"1:4"
652,"Negative control",4,"Standard GWAS",0.710511560546202,0.116448054544414,1.05056435314095e-09,,,,"1:4"
652,"Negative control",4,"PC-adjusted GWAS",0.118348433864989,0.120029977854496,0.324137709330713,,,,"1:4"
652,"Negative control",4,"Matching + CLR",-0.112143589434314,0.162404300169029,0.489639873234283,2500,245,257,"1:4"
652,"Negative control",6,"Oracle GWAS",0.0212118150969019,0.117717093697988,0.857000928089807,,,,"1:6"
652,"Negative control",6,"Standard GWAS",0.710511560546202,0.116448054544414,1.05056435314095e-09,,,,"1:6"
652,"Negative control",6,"PC-adjusted GWAS",0.118348433864989,0.120029977854496,0.324137709330713,,,,"1:6"
652,"Negative control",6,"Matching + CLR",-0.0384515346292365,0.157505639772034,0.807119901236936,2500,321,340,"1:6"
652,"Positive control",1,"Oracle GWAS",0.644286449496846,0.121298798515935,1.08687806269473e-07,,,,"1:1"
652,"Positive control",1,"Standard GWAS",0.894658067486306,0.12055516935208,1.16107200398916e-13,,,,"1:1"
652,"Positive control",1,"PC-adjusted GWAS",0.675827068383925,0.121367305033707,2.57023878377147e-08,,,,"1:1"
652,"Positive control",1,"Matching + CLR",0.625526580749629,0.208721871308916,0.00225420410937092,2500,97,101,"1:1"
652,"Positive control",4,"Oracle GWAS",0.644286449496846,0.121298798515935,1.08687806269473e-07,,,,"1:4"
652,"Positive control",4,"Standard GWAS",0.894658067486306,0.12055516935208,1.16107200398916e-13,,,,"1:4"
652,"Positive control",4,"PC-adjusted GWAS",0.675827068383925,0.121367305033707,2.57023878377147e-08,,,,"1:4"
652,"Positive control",4,"Matching + CLR",0.708519289215409,0.151677811266,1.75625326629431e-06,2500,187,196,"1:4"
652,"Positive control",6,"Oracle GWAS",0.644286449496846,0.121298798515935,1.08687806269473e-07,,,,"1:6"
652,"Positive control",6,"Standard GWAS",0.894658067486306,0.12055516935208,1.16107200398916e-13,,,,"1:6"
652,"Positive control",6,"PC-adjusted GWAS",0.675827068383925,0.121367305033707,2.57023878377147e-08,,,,"1:6"
652,"Positive control",6,"Matching + CLR",0.727273744415463,0.14399110728446,2.34641745925909e-07,2500,240,259,"1:6"
653,"Negative control",1,"Oracle GWAS",-0.1094765462106,0.119590542883621,0.359966920057393,,,,"1:1"
653,"Negative control",1,"Standard GWAS",0.548714330329344,0.117835251019339,3.21438401493423e-06,,,,"1:1"
653,"Negative control",1,"PC-adjusted GWAS",0.015592015665467,0.12171467721596,0.898067459548737,,,,"1:1"
653,"Negative control",1,"Matching + CLR",-0.22314355131421,0.212132034355964,0.291840545143788,2500,90,90,"1:1"
653,"Negative control",4,"Oracle GWAS",-0.1094765462106,0.119590542883621,0.359966920057393,,,,"1:4"
653,"Negative control",4,"Standard GWAS",0.548714330329344,0.117835251019339,3.21438401493423e-06,,,,"1:4"
653,"Negative control",4,"PC-adjusted GWAS",0.015592015665467,0.12171467721596,0.898067459548737,,,,"1:4"
653,"Negative control",4,"Matching + CLR",-0.211799153177112,0.174886072884366,0.225023629083024,2500,228,237,"1:4"
653,"Negative control",6,"Oracle GWAS",-0.1094765462106,0.119590542883621,0.359966920057393,,,,"1:6"
653,"Negative control",6,"Standard GWAS",0.548714330329344,0.117835251019339,3.21438401493423e-06,,,,"1:6"
653,"Negative control",6,"PC-adjusted GWAS",0.015592015665467,0.12171467721596,0.898067459548737,,,,"1:6"
653,"Negative control",6,"Matching + CLR",-0.188189220634283,0.168239223041689,0.262595830669627,2500,315,330,"1:6"
653,"Positive control",1,"Oracle GWAS",0.399576934578345,0.127997886340483,0.00179781762085243,,,,"1:1"
653,"Positive control",1,"Standard GWAS",0.618485750048751,0.127237185114402,1.16860155681921e-06,,,,"1:1"
653,"Positive control",1,"PC-adjusted GWAS",0.434075648351409,0.127975302777021,0.000694172524294952,,,,"1:1"
653,"Positive control",1,"Matching + CLR",0.696642643131933,0.229052957160554,0.00187641455550787,2500,84,85,"1:1"
653,"Positive control",4,"Oracle GWAS",0.399576934578345,0.127997886340483,0.00179781762085243,,,,"1:4"
653,"Positive control",4,"Standard GWAS",0.618485750048751,0.127237185114402,1.16860155681921e-06,,,,"1:4"
653,"Positive control",4,"PC-adjusted GWAS",0.434075648351409,0.127975302777021,0.000694172524294952,,,,"1:4"
653,"Positive control",4,"Matching + CLR",0.620336525782002,0.161415942918,9.11116211038575e-05,2500,166,180,"1:4"
653,"Positive control",6,"Oracle GWAS",0.399576934578345,0.127997886340483,0.00179781762085243,,,,"1:6"
653,"Positive control",6,"Standard GWAS",0.618485750048751,0.127237185114402,1.16860155681921e-06,,,,"1:6"
653,"Positive control",6,"PC-adjusted GWAS",0.434075648351409,0.127975302777021,0.000694172524294952,,,,"1:6"
653,"Positive control",6,"Matching + CLR",0.583071597349121,0.150771917665201,8.49930570290225e-05,2500,227,247,"1:6"
654,"Negative control",1,"Oracle GWAS",0.148633415506811,0.108516205907555,0.170784113389536,,,,"1:1"
654,"Negative control",1,"Standard GWAS",0.820643620702639,0.106985093200071,1.71146674791245e-14,,,,"1:1"
654,"Negative control",1,"PC-adjusted GWAS",0.290601401491955,0.110633962100964,0.00862192024314553,,,,"1:1"
654,"Negative control",1,"Matching + CLR",0.322773392263051,0.202610224618276,0.109598583399116,2500,100,102,"1:1"
654,"Negative control",4,"Oracle GWAS",0.148633415506811,0.108516205907555,0.170784113389536,,,,"1:4"
654,"Negative control",4,"Standard GWAS",0.820643620702639,0.106985093200071,1.71146674791245e-14,,,,"1:4"
654,"Negative control",4,"PC-adjusted GWAS",0.290601401491955,0.110633962100964,0.00862192024314553,,,,"1:4"
654,"Negative control",4,"Matching + CLR",0.134282705531776,0.149437654329975,0.368518540990036,2500,251,266,"1:4"
654,"Negative control",6,"Oracle GWAS",0.148633415506811,0.108516205907555,0.170784113389536,,,,"1:6"
654,"Negative control",6,"Standard GWAS",0.820643620702639,0.106985093200071,1.71146674791245e-14,,,,"1:6"
654,"Negative control",6,"PC-adjusted GWAS",0.290601401491955,0.110633962100964,0.00862192024314553,,,,"1:6"
654,"Negative control",6,"Matching + CLR",0.164139171976368,0.143296624593678,0.251477867491734,2500,330,360,"1:6"
654,"Positive control",1,"Oracle GWAS",0.471927625477636,0.125531630769055,0.000170299579236759,,,,"1:1"
654,"Positive control",1,"Standard GWAS",0.705341497338014,0.124723938676753,1.5564543287382e-08,,,,"1:1"
654,"Positive control",1,"PC-adjusted GWAS",0.510653451129393,0.125507546049936,4.72747185019079e-05,,,,"1:1"
654,"Positive control",1,"Matching + CLR",0.554996842079128,0.225336599409524,0.0126063567270478,2500,85,89,"1:1"
654,"Positive control",4,"Oracle GWAS",0.471927625477636,0.125531630769055,0.000170299579236759,,,,"1:4"
654,"Positive control",4,"Standard GWAS",0.705341497338014,0.124723938676753,1.5564543287382e-08,,,,"1:4"
654,"Positive control",4,"PC-adjusted GWAS",0.510653451129393,0.125507546049936,4.72747185019079e-05,,,,"1:4"
654,"Positive control",4,"Matching + CLR",0.516824375252057,0.161025275432297,0.00117246186607291,2500,181,191,"1:4"
654,"Positive control",6,"Oracle GWAS",0.471927625477636,0.125531630769055,0.000170299579236759,,,,"1:6"
654,"Positive control",6,"Standard GWAS",0.705341497338014,0.124723938676753,1.5564543287382e-08,,,,"1:6"
654,"Positive control",6,"PC-adjusted GWAS",0.510653451129393,0.125507546049936,4.72747185019079e-05,,,,"1:6"
654,"Positive control",6,"Matching + CLR",0.488199470054245,0.152247737766326,0.0012007977672707,2500,247,264,"1:6"
655,"Negative control",1,"Oracle GWAS",-0.184184627671009,0.124786090804271,0.139943122831743,,,,"1:1"
655,"Negative control",1,"Standard GWAS",0.466882285619834,0.122622730217121,0.000140396139191574,,,,"1:1"
655,"Negative control",1,"PC-adjusted GWAS",-0.0808667067125535,0.126670429230311,0.52321176554778,,,,"1:1"
655,"Negative control",1,"Matching + CLR",-0.0229900768294543,0.214444488090059,0.914621387899687,2500,75,83,"1:1"
655,"Negative control",4,"Oracle GWAS",-0.184184627671009,0.124786090804271,0.139943122831743,,,,"1:4"
655,"Negative control",4,"Standard GWAS",0.466882285619834,0.122622730217121,0.000140396139191574,,,,"1:4"
655,"Negative control",4,"PC-adjusted GWAS",-0.0808667067125535,0.126670429230311,0.52321176554778,,,,"1:4"
655,"Negative control",4,"Matching + CLR",-0.190723237773256,0.170347717133514,0.262086859654677,2500,224,240,"1:4"
655,"Negative control",6,"Oracle GWAS",-0.184184627671009,0.124786090804271,0.139943122831743,,,,"1:6"
655,"Negative control",6,"Standard GWAS",0.466882285619834,0.122622730217121,0.000140396139191574,,,,"1:6"
655,"Negative control",6,"PC-adjusted GWAS",-0.0808667067125535,0.126670429230311,0.52321176554778,,,,"1:6"
655,"Negative control",6,"Matching + CLR",-0.185610290476761,0.165437303885625,0.261155485708571,2500,309,338,"1:6"
655,"Positive control",1,"Oracle GWAS",0.50845722111196,0.123481403044889,3.82701325127029e-05,,,,"1:1"
655,"Positive control",1,"Standard GWAS",0.728097892062161,0.122585179455097,2.85846894265745e-09,,,,"1:1"
655,"Positive control",1,"PC-adjusted GWAS",0.539725625939303,0.123454481173606,1.2319288969811e-05,,,,"1:1"
655,"Positive control",1,"Matching + CLR",0.50745168935507,0.225738307951892,0.0227402961152997,2500,79,81,"1:1"
655,"Positive control",4,"Oracle GWAS",0.50845722111196,0.123481403044889,3.82701325127029e-05,,,,"1:4"
655,"Positive control",4,"Standard GWAS",0.728097892062161,0.122585179455097,2.85846894265745e-09,,,,"1:4"
655,"Positive control",4,"PC-adjusted GWAS",0.539725625939303,0.123454481173606,1.2319288969811e-05,,,,"1:4"
655,"Positive control",4,"Matching + CLR",0.53602430062824,0.166059830171378,0.00106050103595248,2500,161,169,"1:4"
655,"Positive control",6,"Oracle GWAS",0.50845722111196,0.123481403044889,3.82701325127029e-05,,,,"1:6"
655,"Positive control",6,"Standard GWAS",0.728097892062161,0.122585179455097,2.85846894265745e-09,,,,"1:6"
655,"Positive control",6,"PC-adjusted GWAS",0.539725625939303,0.123454481173606,1.2319288969811e-05,,,,"1:6"
655,"Positive control",6,"Matching + CLR",0.437390171282557,0.156668604091706,0.00485884432014018,2500,232,248,"1:6"
656,"Negative control",1,"Oracle GWAS",0.0938516792287697,0.114075637431632,0.410670376532302,,,,"1:1"
656,"Negative control",1,"Standard GWAS",0.789500293570101,0.112737847459934,2.50584096383588e-12,,,,"1:1"
656,"Negative control",1,"PC-adjusted GWAS",0.236977658330921,0.116571248606196,0.0420626556209435,,,,"1:1"
656,"Negative control",1,"Matching + CLR",0.293761118528163,0.206329983483393,0.15304188415882,2500,96,98,"1:1"
656,"Negative control",4,"Oracle GWAS",0.0938516792287697,0.114075637431632,0.410670376532302,,,,"1:4"
656,"Negative control",4,"Standard GWAS",0.789500293570101,0.112737847459934,2.50584096383588e-12,,,,"1:4"
656,"Negative control",4,"PC-adjusted GWAS",0.236977658330921,0.116571248606196,0.0420626556209435,,,,"1:4"
656,"Negative control",4,"Matching + CLR",0.146234375819359,0.153039591144579,0.338887825853668,2500,242,250,"1:4"
656,"Negative control",6,"Oracle GWAS",0.0938516792287697,0.114075637431632,0.410670376532302,,,,"1:6"
656,"Negative control",6,"Standard GWAS",0.789500293570101,0.112737847459934,2.50584096383588e-12,,,,"1:6"
